eq_class,members,representative,model,chains,molecule,nts
46215.1,1,1K1G,1,B,Protein-RNA Complex,11
11900.1,1,2WWB,1,G,Protein-RNA Complex,14
98593.1,1,5D8H,1,A,Protein-RNA Complex,74
15672.1,1,8BHF,1,21,Protein-RNA Complex,76
29679.1,1,7ZRZ,1,ZN1,Protein-RNA Complex,77
05128.1,1,4FVU,1,B+C,Protein-RNA Complex,16
99388.1,1,5BKL,1,UU+ll,Protein-RNA Complex,12
43225.1,1,7KGA,1,B,Solo RNA,90
07899.1,1,1K4A,1,A,Solo RNA,14
00165.1,1,1F7H,5,A,Solo RNA,27
45664.1,1,1YG3,1,A,Solo RNA,27
48491.1,1,2L6I,1,A,Solo RNA,16
39732.1,1,1ESH,1,A,Solo RNA,13
71100.1,1,5V17,1,A,Solo RNA,41
30036.1,1,2KGP,1,A,Solo RNA,25
65311.1,1,1QET,1,A+B,Solo RNA,16
30897.1,1,1K6G,2,A,Solo RNA,22
12173.1,1,2UXD,1,Y+X,Protein-RNA Complex,12
19500.1,1,8G6R,1,I+J,Protein-RNA Complex,40
84650.1,1,8FZT,1,B,Protein-RNA Complex,69
58575.1,1,1EFS,1,B,DNA-RNA Hybrid,13
97306.1,1,1ELH,1,B+A,Solo RNA,25
59512.1,1,1ZIF,6,A,Solo RNA,12
90481.1,1,1HS8,1,A,Solo RNA,13
77027.1,1,8S95,1,C,Solo RNA,146
37285.1,1,1JTW,5,A,Solo RNA,16
65384.1,1,8E40,1,r+R,Protein-RNA Complex,47
82338.1,1,6YYT,1,P+Q+U+T,Protein-RNA Complex,54
75659.1,1,6UEJ,1,B,Protein-RNA Complex,3
31526.1,1,1M82,1,A,Solo RNA,25
25068.1,1,1ME1,1,A,Solo RNA,8
39445.1,1,2L8C,1,A+B,Solo RNA,18
28395.1,1,1Z2J,1,A,Solo RNA,45
45331.1,1,2KXN,1,A,Protein-RNA Complex,6
43471.1,1,6W3M,3,A,Solo RNA,41
83897.1,1,7XG1,1,H,Protein-RNA Complex,27
84359.1,1,3S14,1,R,Protein-RNA Complex,6
85144.1,1,1IKD,24,A,Solo RNA,22
97147.1,1,2LEB,1,B,Protein-RNA Complex,6
41946.1,1,8DZK,1,P,Protein-RNA Complex,2
72146.1,1,7M50,1,n+Y,Protein-RNA Complex,13
83722.1,1,1AFX,2,A,Solo RNA,12
82019.1,1,6A5R,1,P,Protein-RNA Complex,11
86019.1,1,3IYR,1,A,Protein-RNA Complex,349
98554.1,1,4V6U,1,A1,Protein-RNA Complex,77
42833.1,1,2OM7,1,G,Protein-RNA Complex,54
91356.1,1,1HS4,1,A,Solo RNA,13
50500.1,1,8C4V,1,S,Protein-RNA Complex,7
41639.1,1,4V5Z,1,BP,Protein-RNA Complex,0
39499.1,1,6VRC,1,B,Protein-RNA Complex,51
56375.1,1,8GS2,1,R+D,Protein-RNA Complex,61
14975.1,1,2KRP,1,A,Solo RNA,17
97023.1,1,7NKX,1,P,Protein-RNA Complex,16
23183.1,1,2K3Z,1,A+B,Solo RNA,17
70019.1,1,1K5I,2,A,Solo RNA,23
17006.1,1,1EBR,1,A,Solo RNA,30
00786.1,1,2KDQ,1,B,Protein-RNA Complex,29
52004.1,1,1QWA,1,A,Solo RNA,21
99512.1,1,2B7G,1,A,Solo RNA,19
69913.1,1,1MNX,5,A,Solo RNA,42
39508.1,1,6XB7,3,A,Solo RNA,41
51130.1,1,7ZW0,1,sn,Protein-RNA Complex,76
21811.1,1,2HNS,1,A,Solo RNA,22
67463.1,1,2AP0,9,A,Solo RNA,27
45187.1,1,4YOE,1,E,Protein-RNA Complex,3
14870.1,1,3BOY,1,D,Protein-RNA Complex,21
57261.1,1,6GD3,1,P,Protein-RNA Complex,6
36729.1,1,2LHP,1,A,Solo RNA,37
99058.1,1,2JUK,8,A,Solo RNA,22
62394.1,1,2M58,2,A,Solo RNA,58
43408.1,1,2LBL,3,A,Solo RNA,17
27965.1,1,1MNB,1,B,Protein-RNA Complex,28
07356.1,1,6MCE,1,A,Protein-RNA Complex,30
31185.1,1,2KFY,1,B,Protein-RNA Complex,6
83131.1,1,8AXF,1,Q,Protein-RNA Complex,42
57826.1,1,7QH7,1,B,Protein-RNA Complex,56
82774.1,1,2L8F,1,A+B,Solo RNA,22
55696.1,1,1EXY,1,A,Protein-RNA Complex,33
48882.1,1,7PKT,1,7+6,Protein-RNA Complex,714
30691.1,1,1RMN,1,A,Solo RNA,49
29429.1,1,5T2A,1,B,Protein-RNA Complex,1064
18317.1,1,8ASD,1,T+G,Protein-RNA Complex,26
50490.1,1,1IDV,1,A,Solo RNA,10
85298.1,1,5MPG,1,B,Protein-RNA Complex,7
37454.1,1,5XWG,1,A,Solo RNA,15
72256.1,1,1KOC,1,B+A,Solo RNA,25
44263.1,1,2AWQ,3,A,Solo RNA,16
47507.1,1,1RNG,1,A,Solo RNA,12
82961.1,1,3GIB,1,H,Protein-RNA Complex,9
50067.1,1,3NNC,1,B,Protein-RNA Complex,6
57530.1,1,8BSI,1,y,Protein-RNA Complex,11
30824.1,1,7DD3,1,G,Protein-RNA Complex,8
90146.1,1,6ZJ3,1,LN,Protein-RNA Complex,78
78802.1,1,2GJE,1,S,Protein-RNA Complex,5
47349.1,1,4WT8,1,D4,Protein-RNA Complex,76
34537.1,1,484D,2,B,Protein-RNA Complex,27
54274.1,1,124D,1,B,DNA-RNA Hybrid,8
10023.1,1,2M21,7,A,Solo RNA,21
52226.1,1,1FYP,1,A,Solo RNA,27
31915.1,1,7B3C,1,T+P,Protein-RNA Complex,22
31449.1,1,5JJL,1,G,Protein-RNA Complex,8
50359.1,1,2DD2,1,A+B,Solo RNA,19
27745.1,1,2NBZ,1,A,Solo RNA,40
44411.1,1,2KMJ,4,A,Protein-RNA Complex,28
96260.1,1,1UTD,1,1,Protein-RNA Complex,2
73195.1,1,2MKK,7,B,Protein-RNA Complex,5
52900.1,1,1ANR,2,A,Solo RNA,29
88604.1,1,1TFN,1,A,Solo RNA,24
07784.1,1,1XHP,1,A,Solo RNA,32
49489.1,1,2JTP,16,A,Solo RNA,34
66855.1,1,2MI0,12,A,Solo RNA,22
36771.1,1,2G1W,1,A,Solo RNA,22
62003.1,1,2E9Z,1,B+C,Protein-RNA Complex,16
55496.1,1,205D,1,A+B,Solo RNA,24
30874.1,1,1K8S,1,A+B,Solo RNA,25
31974.1,1,7R2K,1,U,Protein-RNA Complex,57
93004.1,1,2RVO,3,A,Solo RNA,34
27521.1,1,6E9E,1,B,Protein-RNA Complex,51
45854.1,1,8DG7,1,F+E,Protein-RNA Complex,47
59005.1,1,6FUW,1,D,Protein-RNA Complex,8
88473.1,1,7M3T,1,TT+kk,Protein-RNA Complex,14
16745.1,1,4IJS,1,F,Protein-RNA Complex,9
98594.1,1,7O0G,1,E,Protein-RNA Complex,17
70081.1,1,3IBK,1,B,Solo RNA,11
81978.1,1,2FDT,7,A,Solo RNA,36
30107.1,1,2MTV,1,B,Protein-RNA Complex,5
00317.1,1,2L8U,1,A+B,Solo RNA,18
85681.1,1,1EKZ,4,B,Protein-RNA Complex,30
43426.1,1,2MVS,1,1+2,Solo RNA,18
54922.1,1,6SDW,1,B,Protein-RNA Complex,34
79142.1,1,2LI8,1,B,Protein-RNA Complex,7
92729.1,1,2N1Q,5,A,Solo RNA,155
15462.1,1,4NGG,1,B,Protein-RNA Complex,13
50566.1,1,2AD9,1,B,Protein-RNA Complex,6
28253.1,1,1WWE,1,B,Protein-RNA Complex,7
82965.1,1,1BGZ,1,A,Solo RNA,23
99580.1,1,1YNG,6,A,Solo RNA,31
82681.1,1,1HMH,1,A,DNA-RNA Hybrid,34
67308.1,1,1JP0,1,A,Solo RNA,21
42294.1,1,1RAW,1,A,Solo RNA,36
27009.1,1,2M1O,1,A+B,Solo RNA,14
21191.1,1,3BNT,1,A,Solo RNA,21
60938.1,1,5BKN,1,V+WW,Protein-RNA Complex,16
59443.1,1,7M50,1,i+T,Protein-RNA Complex,10
89953.1,1,6RTI,1,X,Protein-RNA Complex,24
02656.1,1,4P5J,1,A,Solo RNA,83
17495.1,1,3SSF,1,A,DNA-RNA Hybrid,14
40854.1,1,7UO0,1,C,Protein-RNA Complex,82
56977.1,1,1DZ5,1,C+D,Protein-RNA Complex,44
26929.1,1,1ZIH,2,A,Solo RNA,12
92805.1,1,1I3X,1,A,Solo RNA,19
18787.1,1,2MXJ,1,A,Solo RNA,11
18772.1,1,1I46,1,A,Solo RNA,13
45079.1,1,2MS1,1,B,Protein-RNA Complex,71
53123.1,1,6HAG,1,A,Solo RNA,43
40535.1,1,3JCS,1,3,Protein-RNA Complex,184
83539.1,1,1F7G,1,A,Solo RNA,27
57097.1,1,5BKN,1,TT+kk,Protein-RNA Complex,17
36159.1,1,4A4R,1,A,Solo RNA,21
85745.1,1,6JQ6,1,U,Solo RNA,82
73303.1,1,5WZG,1,B,Protein-RNA Complex,10
60317.1,1,2C06,1,C,Protein-RNA Complex,5
40126.1,1,1M8W,1,E,Protein-RNA Complex,8
30422.1,1,2VNU,1,B,Protein-RNA Complex,9
38795.1,1,1YZD,1,A+B,Solo RNA,30
86056.1,1,7M2V,1,V+ww,Protein-RNA Complex,20
82596.1,1,1RHT,1,A,Solo RNA,24
02802.1,1,7C07,1,X,Protein-RNA Complex,5
81372.1,1,7LVA,9,A,Solo RNA,103
82754.1,1,6XRQ,1,B,Solo RNA,15
41745.1,1,6DOY,1,B,Protein-RNA Complex,6
24509.1,1,2ERR,1,B,Protein-RNA Complex,7
63765.1,1,1KKA,1,A,Solo RNA,17
53766.1,1,4KR6,1,D,Protein-RNA Complex,39
51186.1,1,2LBR,1,A,Solo RNA,15
24378.1,1,1OW9,1,A,Solo RNA,23
80173.1,1,2L94,1,A,Solo RNA,45
75310.1,1,6CU1,1,A,Solo RNA,79
81112.1,1,6E7L,1,A,Solo RNA,22
68992.1,1,2L8W,1,A+B,Solo RNA,18
87597.1,1,2L2J,14,A,Solo RNA,42
61864.1,1,2KY0,1,A+B,Solo RNA,22
92938.1,1,5LSN,1,A,Solo RNA,29
45460.1,1,2N3R,5,A,Solo RNA,62
72484.1,1,1IE2,16,A,Solo RNA,22
12803.1,1,2MIY,5,A,Solo RNA,59
88847.1,1,4F3T,1,R,Protein-RNA Complex,14
42491.1,1,1UUI,1,B,Solo RNA,29
90658.1,1,2MI0,12,B,Solo RNA,21
87104.1,1,2LDT,4,A,Solo RNA,31
49405.1,1,1VOP,1,A,Solo RNA,13
91357.1,1,2ADC,19,B,Protein-RNA Complex,6
29611.1,1,2LUB,1,A,Solo RNA,37
76611.1,1,2G1G,1,A,Solo RNA,16
28891.1,1,1SZY,1,A,Solo RNA,21
63427.1,1,2FEY,4,A,Solo RNA,43
69912.1,1,1BZU,1,A,Solo RNA,16
29450.1,1,7ZJW,1,I,Protein-RNA Complex,183
98616.1,1,2QH3,1,A,Solo RNA,23
24404.1,1,2MHI,6,A,Solo RNA,53
49228.1,1,4OAV,1,A,Protein-RNA Complex,4
42834.1,1,1R3X,1,C,DNA-RNA Hybrid,8
79100.1,1,6D12,1,C,Protein-RNA Complex,38
88266.1,1,1G2E,1,B,Protein-RNA Complex,10
20761.1,1,2NBY,6,A,Solo RNA,39
06489.1,1,1KKS,1,A,Solo RNA,24
32905.1,1,1TXS,4,A,Solo RNA,38
17677.1,1,2N7C,1,B,Protein-RNA Complex,6
67171.1,1,418D,1,A+B,DNA-RNA Hybrid,16
59452.1,1,1NC0,2,A,Solo RNA,24
87573.1,1,2ESE,1,B,Protein-RNA Complex,23
10812.1,1,2LBJ,5,A,Solo RNA,17
25020.1,1,7OUO,1,AAA+BBB,Solo RNA,16
27000.1,1,7O81,1,AT,Protein-RNA Complex,73
67862.1,1,8BTK,1,AT,Protein-RNA Complex,72
94767.1,1,6O5F,1,D+C,Protein-RNA Complex,47
57646.1,1,5M0J,1,E,Protein-RNA Complex,28
03718.1,1,8FNI,1,g,Protein-RNA Complex,16
97416.1,1,8DO6,1,I+J,Protein-RNA Complex,61
96336.1,1,7QR8,1,A,Protein-RNA Complex,83
72402.1,1,2MQO,1,B,Protein-RNA Complex,6
09702.1,1,4RJ1,1,B,Solo RNA,6
57351.1,1,7S3A,1,B,Protein-RNA Complex,7
33015.1,1,5J0M,1,B,Protein-RNA Complex,29
39433.1,1,2MFD,1,A,Solo RNA,19
43728.1,1,2JXV,1,A,Solo RNA,33
12727.1,1,6HMI,1,B+A,Solo RNA,20
98259.1,1,2ADB,1,B,Protein-RNA Complex,6
15880.1,1,1H0Q,1,B,Solo RNA,9
03882.1,1,2L3E,11,A,Solo RNA,35
50024.1,1,1S34,1,A,Solo RNA,23
97060.1,1,5T5H,1,B,Protein-RNA Complex,910
80987.1,1,2NUE,1,C,Protein-RNA Complex,46
54825.1,1,1KOS,1,A,Solo RNA,15
15746.1,1,7M50,1,e+P,Protein-RNA Complex,19
96884.1,1,7M50,1,bb+qq,Protein-RNA Complex,14
40485.1,1,5OR0,1,B+A,Solo RNA,20
62339.1,1,1DRR,1,B,DNA-RNA Hybrid,10
60207.1,1,2KYE,1,A,Solo RNA,11
06721.1,1,3PO3,1,P,Protein-RNA Complex,5
67696.1,1,7UJ1,1,D,Protein-RNA Complex,10
11200.1,1,6NE0,1,M,Protein-RNA Complex,58
51883.1,1,8EG8,1,R,Protein-RNA Complex,12
66678.1,1,1ROQ,1,A,Solo RNA,14
93978.1,1,2MXK,1,B+A,Solo RNA,19
98387.1,1,1XWP,1,A,Solo RNA,15
07051.1,1,2FY1,1,B,Protein-RNA Complex,21
44959.1,1,1MY9,1,A,Solo RNA,14
05686.1,1,2LVY,1,B+A,DNA-RNA Hybrid,17
63081.1,1,2O33,20,A,Solo RNA,20
38078.1,1,3MJ0,1,B,Protein-RNA Complex,8
36505.1,1,1R7Z,5,A,Solo RNA,34
66424.1,1,7WKP,1,B,Protein-RNA Complex,20
06460.1,1,6HYK,2,A,Solo RNA,31
74135.1,1,2XGJ,1,D,Protein-RNA Complex,5
15923.1,1,1E95,14,A,Solo RNA,36
27126.1,1,1QD3,1,A,Solo RNA,29
66000.1,1,1E4P,8,A,Solo RNA,24
11925.1,1,6SNJ,1,B,Protein-RNA Complex,28
81284.1,1,2LPA,1,A,Solo RNA,15
75747.1,1,3AVT,1,T,Protein-RNA Complex,4
17580.1,1,4JRT,1,A+B,Solo RNA,24
64534.1,1,2O83,1,A+B,Solo RNA,14
11258.1,1,2XGJ,1,C,Protein-RNA Complex,5
96357.1,1,1Z30,1,A,Solo RNA,18
28412.1,1,7F3I,1,D,Protein-RNA Complex,3
10913.1,1,3Q0L,1,C,Protein-RNA Complex,8
58991.1,1,5F5H,1,D,Protein-RNA Complex,21
19366.1,1,7F3I,1,B,Protein-RNA Complex,3
67601.1,1,7MJV,1,E,Protein-RNA Complex,14
39003.1,1,1MHK,1,L+S,Solo RNA,26
08637.1,1,5BZ1,1,B,Protein-RNA Complex,11
99432.1,1,1DUH,1,A,Solo RNA,44
54814.1,1,7QIY,1,2,Protein-RNA Complex,447
67557.1,1,6KR6,1,B,Protein-RNA Complex,4
43251.1,1,4AY2,1,C,Protein-RNA Complex,19
79803.1,1,7O80,1,AT,Protein-RNA Complex,84
91199.1,1,1A3M,1,A+B,Solo RNA,27
79081.1,1,2M12,2,A,Solo RNA,23
18912.1,1,2LA5,6,A,Protein-RNA Complex,36
45183.1,1,1QWB,4,A,Solo RNA,26
73378.1,1,4NH3,1,B,Protein-RNA Complex,13
84179.1,1,3WZI,1,C,Protein-RNA Complex,4
08971.1,1,8HMZ,1,5+3,Protein-RNA Complex,81
88000.1,1,5XOG,1,P,Protein-RNA Complex,11
03015.1,1,2KD8,1,A,Solo RNA,22
98506.1,1,1C4L,1,A+B,Solo RNA,18
41221.1,1,2LC8,1,A,Solo RNA,56
22030.1,1,5M8I,5,B,Protein-RNA Complex,5
39077.1,1,2JR4,4,A,Solo RNA,17
26988.1,1,1D6K,4,B,Protein-RNA Complex,37
76431.1,1,2JRG,1,A,Solo RNA,15
86192.1,1,7KGA,1,A,Solo RNA,89
61090.1,1,7DOI,1,T+P,Protein-RNA Complex,27
28676.1,1,5BKL,1,i+T,Protein-RNA Complex,10
20137.1,1,2RPK,1,A,Solo RNA,20
57473.1,1,1AJT,1,A+B,Solo RNA,19
07351.1,1,2MTK,5,A,Solo RNA,47
54250.1,1,1T4X,1,A+B,Solo RNA,12
31876.1,1,7DFH,1,T+P,Protein-RNA Complex,20
12586.1,1,2N3O,1,B,Protein-RNA Complex,23
57635.1,1,8E4X,1,C+D,Protein-RNA Complex,62
99289.1,1,7OYC,1,51+81,Protein-RNA Complex,3392
84854.1,1,1RGO,1,D,Protein-RNA Complex,9
30582.1,1,5Z98,1,C,Protein-RNA Complex,9
19855.1,1,6FQR,1,C,Protein-RNA Complex,3
18727.1,1,1AKX,1,A,Solo RNA,30
80636.1,1,6HMO,1,B+A,Solo RNA,20
83172.1,1,8B6Z,1,B,Protein-RNA Complex,8
93033.1,1,6WMP,1,R,Protein-RNA Complex,10
11525.1,1,7R81,1,B1,Protein-RNA Complex,120
23180.1,1,1HYS,1,E,Protein-RNA Complex,23
14284.1,1,1B36,8,A,Solo RNA,38
14075.1,1,6XXA,1,A,Solo RNA,21
87252.1,1,2Y8W,1,B,Protein-RNA Complex,20
52870.1,1,5JC7,1,X+Y,Protein-RNA Complex,48
13408.1,1,1K2G,1,A,Solo RNA,22
18600.1,1,6PPQ,1,H,Protein-RNA Complex,5
12201.1,1,1WWF,1,B,Protein-RNA Complex,7
29312.1,1,2V6W,1,A+B,Solo RNA,14
29618.1,1,2LEC,1,B,Protein-RNA Complex,6
22508.1,1,2KRZ,1,A,Solo RNA,16
98144.1,1,7QI4,1,Ay,Protein-RNA Complex,4
09579.1,1,5C5W,1,A,Solo RNA,22
23784.1,1,1QCU,1,A+B,Solo RNA,22
88361.1,1,7M50,1,h+S,Protein-RNA Complex,13
86256.1,1,1ZC5,1,A,Solo RNA,41
45065.1,1,2D1A,1,A+B,Solo RNA,78
22333.1,1,2O32,1,A,Solo RNA,14
75319.1,1,6VA3,1,A+B,Solo RNA,21
87910.1,1,6D2U,1,B,Protein-RNA Complex,29
82445.1,1,8FJK,1,a4+b4,Protein-RNA Complex,36
93290.1,1,6ZMO,1,CB,Protein-RNA Complex,87
22156.1,1,3PKM,1,R,Protein-RNA Complex,9
37371.1,1,7V6C,1,C+D,Protein-RNA Complex,40
75200.1,1,4V2S,1,Q,Protein-RNA Complex,57
89476.1,1,5JRC,1,E,Protein-RNA Complex,6
37932.1,1,1MT4,4,A,Solo RNA,24
28653.1,1,1G70,1,A,Protein-RNA Complex,32
29847.1,1,2L8H,3,A,Solo RNA,29
73308.1,1,2L2K,1,A,Protein-RNA Complex,42
73734.1,1,6XWJ,1,A,Solo RNA,21
08767.1,1,4B8T,1,B,Protein-RNA Complex,5
43721.1,1,2M8D,1,A,Protein-RNA Complex,8
21206.1,1,2D19,1,B+A,Solo RNA,34
63200.1,1,2KRV,1,A,Solo RNA,16
09578.1,1,1F85,1,A,Solo RNA,14
56729.1,1,1ZIG,1,A,Solo RNA,12
49530.1,1,7TNX,1,C+B,Protein-RNA Complex,23
00121.1,1,5ZQ0,1,B,Protein-RNA Complex,7
06844.1,1,8EWG,1,B,Protein-RNA Complex,56
20129.1,1,6RM3,1,L50,Protein-RNA Complex,2313
80535.1,1,7DD4,8,A,Solo RNA,36
26035.1,1,2OJ8,1,A,Solo RNA,8
03518.1,1,6VA1,1,A+B,Solo RNA,21
32342.1,1,2MGZ,1,C,Protein-RNA Complex,12
49195.1,1,6LSE,1,C+B,Protein-RNA Complex,24
07880.1,1,2LP9,1,A,Solo RNA,16
48443.1,1,8G9L,1,D,Protein-RNA Complex,7
45061.1,1,7JRS,1,B+A,Solo RNA,258
93248.1,1,7C07,1,O,Protein-RNA Complex,5
16975.1,1,7M3T,1,a,Protein-RNA Complex,6
60842.1,1,4JYA,1,X,Protein-RNA Complex,4
02872.1,1,6V4X,1,Z+Y,Protein-RNA Complex,52
26424.1,1,7UJ1,1,E,Protein-RNA Complex,9
36794.1,1,1G2J,1,A,Solo RNA,7
45166.1,1,5DET,1,Q,Protein-RNA Complex,5
10920.1,1,4ZLD,1,B,Protein-RNA Complex,17
61542.1,1,8D49,1,B,Protein-RNA Complex,26
05611.1,1,7XT4,1,r+a,Protein-RNA Complex,55
01439.1,1,5TPY,1,A,Solo RNA,71
30667.1,1,1XOK,1,A,Protein-RNA Complex,27
71544.1,1,5BKL,1,bb+qq,Protein-RNA Complex,17
42883.1,1,5WZI,1,B,Protein-RNA Complex,11
55691.1,1,7FHI,1,A,Solo RNA,20
89167.1,1,7FJ0,1,A,Solo RNA,20
33125.1,1,4NH6,1,B,Protein-RNA Complex,15
26892.1,1,5T5H,1,E,Protein-RNA Complex,146
14742.1,1,7RZZ,1,B,Protein-RNA Complex,8
62764.1,1,5EV1,1,B,Protein-RNA Complex,7
84308.1,1,6XLJ,1,R,Protein-RNA Complex,3
83946.1,1,5GUH,1,B,Protein-RNA Complex,7
87059.1,1,1CVJ,1,Q,Protein-RNA Complex,8
68652.1,1,3QRP,1,B+C,Protein-RNA Complex,14
70496.1,1,1Y27,1,X,Solo RNA,66
47265.1,1,8D29,1,J,Protein-RNA Complex,34
20904.1,1,7WM4,1,A+B,Protein-RNA Complex,162
22035.1,1,7ABZ,1,4,Protein-RNA Complex,360
46186.1,1,8APN,1,C1,Protein-RNA Complex,73
67592.1,1,1VTM,1,R,Protein-RNA Complex,3
32544.1,1,1LNT,1,A+B,Solo RNA,22
89128.1,1,5DET,1,P,Protein-RNA Complex,4
41425.1,1,6DTD,1,C,Protein-RNA Complex,37
30489.1,1,5LQO,1,A+B,Solo RNA,18
55948.1,1,7EXY,1,A,Solo RNA,16
05788.1,1,6P71,1,I,Protein-RNA Complex,4
39268.1,1,3E2E,1,R,Protein-RNA Complex,7
46386.1,1,2R7T,1,X,Protein-RNA Complex,7
90696.1,1,5WTK,1,B,Protein-RNA Complex,40
05647.1,1,7WNU,1,D,Protein-RNA Complex,6
74559.1,1,7N0C,1,T+D,Protein-RNA Complex,49
78287.1,1,7XW2,1,C,Protein-RNA Complex,54
62870.1,1,2XB2,1,E,Protein-RNA Complex,8
43901.1,1,1R3E,1,D+E,Protein-RNA Complex,34
49451.1,1,3G9Y,1,C,Protein-RNA Complex,7
96653.1,1,387D,1,A,Solo RNA,26
47956.1,1,6XN4,1,R+T,Protein-RNA Complex,65
61911.1,1,8CVO,1,A,Protein-RNA Complex,469
74928.1,1,5V7C,1,C,Protein-RNA Complex,8
20717.1,1,7PKT,1,0,Protein-RNA Complex,75
56860.1,1,5Z9X,1,R,Protein-RNA Complex,9
26809.1,1,7PKT,1,8,Protein-RNA Complex,413
91690.1,1,4WJ4,1,B,Protein-RNA Complex,76
77521.1,1,6RR7,1,F,Protein-RNA Complex,5
68144.1,1,6PMO,1,A,Solo RNA,60
50496.1,1,5YTT,1,B,Protein-RNA Complex,6
29245.1,1,3AVU,1,T+G,Protein-RNA Complex,16
73526.1,1,361D,1,A,Solo RNA,20
69774.1,1,5H1K,1,C+D,Protein-RNA Complex,25
73125.1,1,7EDT,1,A+B,Solo RNA,30
66417.1,1,6Z8K,1,P+T,Protein-RNA Complex,20
80150.1,1,4IJS,1,E,Protein-RNA Complex,10
26354.1,1,4XJN,1,N,Protein-RNA Complex,78
73019.1,1,8ANE,1,R,Protein-RNA Complex,66
77116.1,1,7M3T,1,Y,Protein-RNA Complex,7
76426.1,1,7ELH,1,C,Protein-RNA Complex,4
28499.1,1,6L1W,1,C,Protein-RNA Complex,6
01981.1,1,3T3O,1,B,Protein-RNA Complex,1
02574.1,1,4PHY,1,A+B,Solo RNA,46
24630.1,1,4G0A,1,F,Protein-RNA Complex,2
07301.1,1,6HCT,1,A+B,Protein-RNA Complex,38
24522.1,1,7DTE,1,F+G,Protein-RNA Complex,62
24803.1,1,7CGM,1,B,Protein-RNA Complex,8
25308.1,1,8DC2,1,B,Protein-RNA Complex,51
08084.1,1,6PZQ,1,J+I,Protein-RNA Complex,13
95874.1,1,3R9X,1,C,Protein-RNA Complex,35
39323.1,1,3ADL,1,B+C,Protein-RNA Complex,20
92884.1,1,7VTI,1,B,Protein-RNA Complex,42
23264.1,1,7MKT,1,A,Solo RNA,23
99259.1,1,6VEM,1,A+B,Solo RNA,14
88592.1,1,7ORM,1,P+T,Protein-RNA Complex,26
71389.1,1,6M6R,1,B,Protein-RNA Complex,7
17672.1,1,7M2V,1,yy+zz,Protein-RNA Complex,20
17501.1,1,5N61,1,S,Protein-RNA Complex,5
71302.1,1,2UXB,1,Y+X,Protein-RNA Complex,11
42560.1,1,2ZI0,1,C+D,Protein-RNA Complex,38
56046.1,1,1SI3,1,B,Protein-RNA Complex,9
45731.1,1,6LSG,1,B+C,Protein-RNA Complex,18
95023.1,1,2A8V,1,D,Protein-RNA Complex,3
09952.1,1,1B7F,1,Q,Protein-RNA Complex,12
73713.1,1,4Z31,1,C+D,Protein-RNA Complex,28
64498.1,1,7XPL,1,G+H+I+J,Protein-RNA Complex,72
04560.1,1,8BF5,1,M+R,Protein-RNA Complex,25
23607.1,1,6IS0,1,C,Protein-RNA Complex,1
04435.1,1,6YYM,1,B,Protein-RNA Complex,12
39301.1,1,4FSJ,1,R,Protein-RNA Complex,14
93459.1,1,1M8W,1,F,Protein-RNA Complex,7
83181.1,1,2DLC,1,Y,Protein-RNA Complex,59
38781.1,1,3R9W,1,B,Protein-RNA Complex,34
33878.1,1,8P2K,1,AI,Protein-RNA Complex,3
29328.1,1,8EDJ,1,R,Protein-RNA Complex,6
92917.1,1,8GH6,1,R,Protein-RNA Complex,39
55442.1,1,7R6K,1,1,Protein-RNA Complex,152
17436.1,1,5XXB,1,3,Protein-RNA Complex,118
69082.1,1,8ASG,1,P,Protein-RNA Complex,10
85174.1,1,1QF6,1,B,Protein-RNA Complex,69
79448.1,1,7PWO,1,w2,Protein-RNA Complex,14
13358.1,1,1N32,1,Y+Z,Protein-RNA Complex,18
76177.1,1,2GXB,1,E+F,Protein-RNA Complex,13
79523.1,1,3FOZ,1,D,Protein-RNA Complex,69
21738.1,1,6SZV,1,R+M,Protein-RNA Complex,27
36824.1,1,7NAF,1,1,Protein-RNA Complex,374
68863.1,1,4V4N,1,A3,Protein-RNA Complex,126
26758.1,1,5JPQ,1,2,Protein-RNA Complex,852
50559.1,1,3DEG,1,J,Protein-RNA Complex,18
96955.1,1,7QGG,1,t+D,Protein-RNA Complex,3836
86160.1,1,5BZ5,1,B,Protein-RNA Complex,9
18353.1,1,8IDF,1,B,Protein-RNA Complex,53
12878.1,1,7SYP,1,7,Protein-RNA Complex,12
00973.1,1,2XS2,1,B,Protein-RNA Complex,6
46370.1,1,5K8H,1,A,Solo RNA,2
41768.1,1,7VFT,1,A,Solo RNA,23
12677.1,1,402D,1,A+B,Solo RNA,16
00518.1,1,5I9G,1,A,Protein-RNA Complex,11
77683.1,1,2JEA,1,C,Protein-RNA Complex,5
94113.1,1,1EC6,1,C,Protein-RNA Complex,20
85460.1,1,8DZK,1,G,Protein-RNA Complex,2
24883.1,1,7W0C,1,D+C,Protein-RNA Complex,72
27475.1,1,7N4E,1,R,Protein-RNA Complex,10
09965.1,1,7UU5,1,M+N,Protein-RNA Complex,22
76009.1,1,7V9E,1,A,Solo RNA,15
12093.1,1,1TFW,1,G+J,Protein-RNA Complex,26
13919.1,1,3AM1,1,B,Protein-RNA Complex,81
01810.1,1,3KS8,1,E+F,Protein-RNA Complex,36
18913.1,1,4QPX,1,P+T,Protein-RNA Complex,15
74174.1,1,5KPY,1,A,Solo RNA,71
50754.1,1,4E7A,1,P+T,Protein-RNA Complex,8
65010.1,1,2V7R,1,A+B,Solo RNA,14
